pathway	pval	padj	ES	NES	nMoreExtreme	size
chr1A1	0.0260521042084168	0.125298215478576	-0.480153036824486	-1.70131999023427	12	8
chr1A2	0.00402414486921529	0.040305952776854	-0.479883745370471	-1.98096681192863	1	11
chr1A3	0.385245901639344	0.580743821874235	-0.217678177419784	-1.04677194784566	187	15
chr1A4	0.533333333333333	0.681563534504711	0.33304645788509	0.916738575687706	271	5
chr1A5	0.609218436873748	0.748810728744939	-0.245815399330464	-0.870994496992444	303	8
chr1B	0.834990059642147	0.910079093782628	-0.079044869044069	-0.700856803284463	419	55
chr1C1	0.00795228628230616	0.052951199266023	-0.200379030535981	-1.95310244059275	3	66
chr1C2	0.367983367983368	0.572521422953967	-0.157872145024756	-1.05374579687478	176	32
chr1C3	0.368525896414343	0.572521422953967	0.172989306061869	1.07318222740399	184	27
chr1C4	0.0350877192982456	0.149045138888889	0.267198977962312	1.75821640214196	17	30
chr1C5	0.240816326530612	0.444922847187656	-0.186782297474017	-1.20005807902538	117	29
chr1D	0.0893203883495146	0.233311014395715	0.1729763505712	1.48489370583113	45	53
chr1E2	0.283333333333333	0.493390804597701	-0.172170947392282	-1.14166692906038	135	31
chr1E3	0.185110663983903	0.381554633926005	-0.307915316764874	-1.27107873371458	91	11
chr1E4	0.638339920948617	0.767399951294748	0.0922798734504438	0.838799242517019	322	61
chr1F	0.376753507014028	0.576547033460861	-0.297744300972421	-1.05499349660028	187	8
chr1G1	0.00804828973843058	0.052951199266023	-0.447957209019156	-1.84917362338677	3	11
chr1G3	0.458077709611452	0.63501304023845	-0.151149792398595	-0.988896647127704	223	30
chr1H1	0.949186991869919	0.972183701770128	-0.208383138098653	-0.587048336518447	466	5
chr1H2	0.0364372469635627	0.149195754458912	-0.175278629936062	-1.66149298799729	17	62
chr1H3	0.303643724696356	0.516876677432561	-0.132702269102474	-1.11142313840298	149	51
chr1H4	0.0715746421267894	0.204595439286955	-0.225636111998297	-1.47622296455183	34	30
chr1H5	0.73469387755102	0.830642704843131	-0.121263679537477	-0.779107336665763	359	29
chr1H6	0.529292929292929	0.681563534504711	-0.124989487140671	-0.912497019331512	261	38
chr10A1	0.0530612244897959	0.17667638483965	-0.247516002477803	-1.59026622157741	25	29
chr10A2	0.453629032258065	0.63501304023845	-0.201956053597065	-1.00636049956643	224	16
chr10A3	0.0487804878048781	0.171866137266024	-0.250433384274994	-1.59587448634974	23	28
chr10A4	0.425490196078431	0.620248647836538	0.171557187325405	1.02211852746839	216	25
chr10B1	0.215568862275449	0.416034173690835	-0.213199663407132	-1.23195266887309	107	22
chr10B2	0.197959183673469	0.394616004296455	-0.208659217877095	-1.23880126878352	96	24
chr10B3	0.0383064516129032	0.152721774193548	-0.441388778176343	-1.64500430550931	18	9
chr10B4	0.189516129032258	0.38359595959596	-0.145857777777778	-1.27716851364226	93	54
chr10B5	0.586614173228346	0.728459403640119	0.16237434179033	0.865856220961808	297	20
chr10C1	0.00191204588910134	0.0297496318114875	0.231797302635291	3.65202100519522	0	179
chr10C2	0.312883435582822	0.526687116564417	-0.169509208985415	-1.1090130245161	152	30
chr10D1	0.00399201596806387	0.040305952776854	-0.382243275396802	-2.20875406535997	1	22
chr10D2	0.0019723865877712	0.0297496318114875	-0.33908019729631	-2.64060941838963	0	42
chr10D3	0.143984220907298	0.330509234355388	0.133948441311043	1.33677503627109	72	72
chr11A1	0.00575815738963532	0.0477616645649433	0.201015038598178	2.05370002072589	2	75
chr11A2	0.474949899799599	0.645109780439122	-0.288572111717087	-0.96380624744002	236	7
chr11A3	0.00610997963340122	0.0477616645649433	-0.260558825666739	-2.0607501075287	2	44
chr11A4	0.33984375	0.556608952702703	0.18341314179303	1.08649354450185	173	24
chr11B1	0.759493670886076	0.852320675105485	-0.0563422127225347	-0.779375921471497	359	141
chr11B2	0.00389105058365759	0.040305952776854	0.328655812259617	2.61479440493772	1	45
chr11B3	0.535353535353535	0.681563534504711	-0.0818141456917455	-0.918942163843874	264	94
chr11B4	0.896078431372549	0.940604729661034	0.10175406582879	0.642343379668557	456	28
chr11B5	0.296660117878193	0.510496343970078	0.0960735415171385	1.12443313984096	150	99
chr11C	0.0595482546201232	0.187949178644764	-0.150939854392329	-1.57914292134275	28	79
chr11D	0.0153846153846154	0.0887002341920375	0.120734185169669	1.76158968456764	7	154
chr11E1	0.953398058252427	0.972183701770128	0.0589509753455389	0.595877348542004	490	73
chr11E2	0.00189753320683112	0.0297496318114875	0.253920291402155	3.63163031112767	0	148
chr12A1	0.330612244897959	0.544432120674357	-0.112587729832146	-1.07150789727056	161	63
chr12A2	0.831721470019342	0.909789189226934	0.133252157117964	0.691641973578543	429	19
chr12A3	0.00205338809034908	0.0297496318114875	-0.455217262784511	-2.3316720302233	0	17
chr12B1	0.460159362549801	0.63501304023845	-0.317022633088938	-0.990984247668245	230	6
chr12B3	0.0340681362725451	0.149045138888889	-0.489519407029569	-1.63495307959898	16	7
chr12C1	0.00205761316872428	0.0297496318114875	-0.309545365784382	-2.19043193062888	0	36
chr12C2	0.447852760736196	0.63501304023845	-0.151559672096242	-0.991578282691318	218	30
chr12C3	0.671457905544148	0.7890625	-0.098381182087789	-0.835210584733618	326	52
chr12D1	0.157684630738523	0.346220602273713	-0.172678599968036	-1.30828217265292	78	40
chr12D2	0.0680933852140078	0.203629032258065	0.246414186069358	1.5065468515605	34	26
chr12E	0.0711382113821138	0.204595439286955	-0.179205052672808	-1.49013230791086	34	49
chr12F1	0.005859375	0.0477616645649433	0.210582095299092	1.9585218223027	2	63
chr12F2	0.859719438877755	0.921671385116861	-0.199884425314841	-0.708247876080675	428	8
chr13A1	0.106995884773663	0.265735681036228	-0.19988993626955	-1.41447861093543	51	36
chr13A2	0.362903225806452	0.572521422953967	-0.288428324697755	-1.07493860156337	179	9
chr13A3	0.452525252525253	0.63501304023845	-0.0979566130783884	-0.99735941269155	223	72
chr13A4	0.619433198380567	0.756807496408515	-0.199701900842161	-0.894900862335717	305	13
chr13A5	0.671875	0.7890625	0.115794951298666	0.832448517136106	343	37
chr13B1	0.017208413001912	0.0914763006943746	0.221733845169546	1.85325788680224	8	50
chr13B2	0.310483870967742	0.525567669850423	-0.30422036225145	-1.13379367684627	153	9
