pathway	pval	padj	ES	NES	nMoreExtreme	size
GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE	0.547528517110266	0.771468279758036	0.13272881037399	0.922266053632184	287	34
GOBP_REPRODUCTION	0.284552845528455	0.578151888013558	-0.0358645137860416	-1.14670231820939	139	795
GOBP_SINGLE_STRAND_BREAK_REPAIR	0.880952380952381	0.941599423726349	-0.167895167895168	-0.672657432312329	406	11
GOBP_REGULATION_OF_DNA_RECOMBINATION	0.217564870259481	0.508018317559289	0.0962318605534075	1.2066384888755	108	109
GOBP_REGULATION_OF_MITOTIC_RECOMBINATION	0.391061452513966	0.668763524734538	0.34661566252258	1.07052204291225	209	6
GOBP_MITOTIC_SPINDLE_ELONGATION	0.00188679245283019	0.0398006336870966	0.621460519906116	2.26915887804759	0	9
GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY	0.00189753320683112	0.0398006336870966	0.450246866033107	2.50582856421215	0	23
GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY	0.00192678227360308	0.0398006336870966	0.589591249763819	2.95888404430291	0	19
GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	0.644787644787645	0.821214233245677	0.15238081420654	0.826995089781811	333	22
GOBP_TRANSITION_METAL_ION_TRANSPORT	0.431640625	0.696916434114985	-0.100957778594379	-0.986457027357231	220	68
GOBP_CITRULLINE_METABOLIC_PROCESS	0.0730769230769231	0.29190818293324	0.46128271983058	1.4966897995259	37	7
GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS	0.0996309963099631	0.345829206510592	0.315341467953319	1.43398863901255	53	15
GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS	0.463461538461538	0.718559374080503	0.302827084448189	0.982560561731507	240	7
GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS	0.179883945841393	0.460451335712384	0.374521759923482	1.27759721269337	92	8
GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING	0.00196850393700787	0.0398006336870966	0.163586058344011	2.52987798495509	0	174
GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING	0.193726937269373	0.480807460881828	0.277332057314512	1.26114406076736	104	15
GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE	0.983546617915905	0.99191819023311	0.113255702663902	0.532730371126319	537	16
GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS	0.521821631878558	0.75641423452882	0.161467386967278	0.898639437551464	274	23
GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS	0.0722222222222222	0.290593788908894	0.368311191320041	1.4694073602975	38	11
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	0.00203252032520325	0.0398006336870966	-0.0883035715172813	-2.62628745365546	0	678
GOBP_RRNA_MODIFICATION	0.00192678227360308	0.0398006336870966	0.32692461268168	2.21044513996218	0	32
GOBP_MAPK_CASCADE	0.151950718685832	0.424030522418005	-0.0500952328707515	-1.32243019540287	73	537
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	0.0652631578947368	0.27778027593255	-0.208902137947284	-1.53147548906619	30	39
GOBP_PROTEIN_POLYUBIQUITINATION	0.00198807157057654	0.0398006336870966	-0.15686394246264	-2.62961145439232	0	215
GOBP_MEIOTIC_SPINDLE_ORGANIZATION	0.0817843866171004	0.311969906005189	0.315513139929338	1.51191294230821	43	17
