pathway	pval	padj	ES	NES	nMoreExtreme	size
GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE	0.550751879699248	0.767734972036033	0.13272881037399	0.914380251251814	292	34
GOBP_REPRODUCTION	0.278688524590164	0.575511968665445	-0.0358645137860416	-1.15107231358684	135	795
GOBP_SINGLE_STRAND_BREAK_REPAIR	0.860125260960334	0.93105008614069	-0.167895167895168	-0.677784013842063	411	11
GOBP_REGULATION_OF_DNA_RECOMBINATION	0.293233082706767	0.59114045071705	0.0962318605534075	1.13017287193823	155	109
GOBP_REGULATION_OF_MITOTIC_RECOMBINATION	0.368320610687023	0.651887718195165	0.34661566252258	1.05823375971668	192	6
GOBP_MITOTIC_SPINDLE_ELONGATION	0.00194931773879142	0.0390978306953081	0.621460519906116	2.25987079386369	0	9
GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY	0.00185873605947955	0.0390978306953081	0.450246866033107	2.59771674150733	0	23
GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY	0.00189035916824197	0.0390978306953081	0.589591249763819	3.07623062070504	0	19
GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	0.637735849056604	0.813292346830613	0.15238081420654	0.859968489984912	337	22
GOBP_TRANSITION_METAL_ION_TRANSPORT	0.479423868312757	0.725400211279051	-0.100957778594379	-0.989886842604409	232	68
GOBP_CITRULLINE_METABOLIC_PROCESS	0.0763500931098696	0.299613197828757	0.46128271983058	1.50690213163239	40	7
GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS	0.0782442748091603	0.303811542813903	0.315341467953319	1.46000787998883	40	15
GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS	0.450651769087523	0.708761789257744	0.302827084448189	0.989264846596899	241	7
GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS	0.179226069246436	0.464623247741932	0.374521759923482	1.28174045756056	87	8
GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING	0.00192307692307692	0.0390978306953081	0.163586058344011	2.4299434901238	0	174
GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING	0.16793893129771	0.449716684446045	0.277332057314512	1.28402709507473	87	15
GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE	0.979206049149338	0.989468853510363	0.113255702663902	0.541858948896192	517	16
GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS	0.539033457249071	0.761458943198663	0.161467386967278	0.931592346278535	289	23
GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS	0.0688336520076482	0.28557267800724	0.368311191320041	1.48856801204975	35	11
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	0.00198412698412698	0.0390978306953081	-0.0883035715172813	-2.65722630245384	0	678
GOBP_RRNA_MODIFICATION	0.00376647834274953	0.0585883987955395	0.32692461268168	2.20737231195274	1	32
GOBP_MAPK_CASCADE	0.128309572301426	0.392913069744519	-0.0500952328707515	-1.34539216650036	62	537
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	0.0663900414937759	0.280148254215633	-0.208902137947284	-1.54303478694176	31	39
GOBP_PROTEIN_POLYUBIQUITINATION	0.00211864406779661	0.0390978306953081	-0.15686394246264	-2.70439760042882	0	215
GOBP_MEIOTIC_SPINDLE_ORGANIZATION	0.0614525139664804	0.269046975308254	0.315513139929338	1.56119432839678	32	17
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION	0.0366088631984586	0.204376510180734	0.0649694824879554	1.66005732988388	18	490
GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY	0.606237816764133	0.796929809860807	0.244497586466498	0.889087781327242	310	9
GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY	0.00411522633744856	0.0585883987955395	-0.281816365670449	-2.11742163897702	1	40
GOBP_ALLANTOIN_METABOLIC_PROCESS	0.870967741935484	0.936329984135378	-0.205034783499755	-0.670883949776712	404	7
GOBP_MITOCHONDRIAL_FISSION	0.385633270321361	0.663861242872453	0.146425725877671	1.05524100576139	203	37
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	0.862781954887218	0.932479771205357	0.0845408775265404	0.677128223427883	458	49
GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS	0.69825918762089	0.845080252417861	0.165656243352478	0.834094933344035	360	18
GOBP_MITOTIC_CELL_CYCLE	0.0019723865877712	0.0390978306953081	0.0872318956932215	2.78700749276445	0	774
GOBP_M_PHASE	0.974559686888454	0.98693398627585	-0.15359477124183	-0.550254146173698	497	8
GOBP_MITOTIC_CYTOKINESIS	0.171698113207547	0.453473566893322	0.132045092101638	1.27809245416164	90	73
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	0.00412371134020619	0.0585883987955395	-0.232065185185185	-2.03635084551229	1	54
GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING	0.0104384133611691	0.0983098654110958	-0.325459334344321	-1.95204708601898	4	25
GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA	0.370143149284254	0.653151840785233	-0.268494897959184	-1.04972672095289	180	10
